ingredient_type,yield,year,month,day,operations_commencing_year,num_processing_plants,farm_area,deidentified_location,temp_obs,cloudiness,wind_direction,dew_temp,pressure_sea_level,precipitation,wind_speed
3,519.818,2016,11,13,0.0,0.0,5003.75558,5,5.0,0.0,0.0,-5.0,1023.5,0.0,0.0
2,0.0,2016,1,13,0.0,0.0,28356.225272,13,14.4,0.0,0.0,1.1,1023.9,0.0,0.0
2,149.45,2016,12,23,0.0,0.0,10008.44019,13,14.4,0.0,0.0,2.8,1022.8,0.0,0.0
1,0.0,2016,10,30,1955.0,6.0,5999.954449,2,8.2,0.0,270.0,7.1,1009.3,0.0,3.6
1,298.581,2016,2,2,1971.0,0.0,16645.151801,6,10.0,2.0,280.0,-11.1,1019.4,0.0,6.2
1,1456.15,2016,7,25,0.0,0.0,7246.619806,5,26.1,0.0,190.0,23.3,1013.1,0.0,3.6
1,0.0,2016,3,11,0.0,0.0,18554.772966,1,17.2,2.0,170.0,5.0,1019.7,0.0,6.2
1,126.449,2016,6,25,0.0,0.0,9285.283238,1,27.2,2.0,160.0,17.2,1013.4,0.0,4.1
0,26.23,2016,11,21,0.0,0.0,960.059602,6,17.2,0.0,0.0,13.3,1010.4,0.0,1.5
0,36.8,2016,5,8,1960.0,12.0,6012.960869,15,15.2,0.0,50.0,9.7,1007.3,0.0,2.1
1,6036.08,2016,9,22,1997.0,0.0,7578.655128,12,25.0,2.0,340.0,23.3,1015.2,0.0,2.6
0,34.665,2016,6,28,0.0,0.0,4931.012531,1,16.7,4.0,50.0,10.6,1023.3,0.0,4.6
3,30.0,2016,8,31,1958.0,13.0,9334.986343,15,14.2,0.0,180.0,12.2,1020.3,0.0,2.6
0,48.0,2016,1,25,0.0,0.0,2181.455343,5,2.2,0.0,170.0,-8.3,1024.6,0.0,2.6
2,7498.3,2016,7,17,0.0,0.0,41103.817514,5,26.7,0.0,310.0,18.9,1018.9,0.0,2.6
0,202.0,2016,7,30,0.0,0.0,12083.614501,5,25.0,0.0,230.0,22.2,1015.0,0.0,1.5
0,23.5,2016,1,2,1956.0,0.0,3132.038839,6,20.6,2.0,100.0,-1.1,1017.1,0.0,3.1
0,14.59,2016,2,5,0.0,0.0,24153.758067,1,-5.6,2.0,270.0,-10.6,1024.4,0.0,3.1
0,2197.6,2016,8,30,1960.0,10.0,35999.9125,2,17.4,0.0,80.0,12.8,1021.6,0.0,1.5
0,0.28,2016,3,23,0.0,0.0,20903.175,4,12.8,8.0,210.0,-0.6,1015.3,0.0,4.1
2,15.625,2016,8,12,0.0,0.0,10874.667762,1,22.2,0.0,340.0,20.6,1011.3,41.0,3.6
3,0.0,2016,1,20,0.0,0.0,3174.588413,6,10.6,2.0,110.0,3.9,1020.7,0.0,3.1
0,4.56,2016,5,17,0.0,0.0,747.962053,13,20.0,0.0,0.0,18.9,1010.5,0.0,0.0
1,214.528,2016,5,20,0.0,0.0,8477.770362,13,17.8,0.0,0.0,16.7,1016.0,0.0,0.0
0,80.38,2016,12,10,0.0,0.0,8031.928865,5,0.6,0.0,300.0,-6.7,1024.6,0.0,3.6
0,64.7813,2016,4,25,0.0,0.0,4642.827425,5,16.1,4.0,260.0,-2.8,1015.7,0.0,2.1
0,16.65,2016,10,9,1913.0,0.0,8949.903408,3,12.2,0.0,300.0,10.6,1019.3,0.0,3.1
0,14.7,2016,10,21,1993.0,0.0,3239.992125,3,11.1,0.0,340.0,10.6,1007.9,15.0,2.1
0,7.875,2016,1,6,1994.0,0.0,1070.614172,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,683.22,2016,11,28,1911.0,12.0,7999.970233,2,-0.8,0.0,320.0,-4.2,1021.6,0.0,2.1
0,48.53,2016,12,16,2008.0,0.0,36012.733114,12,12.2,0.0,10.0,7.8,1022.1,0.0,2.6
0,1521.84,2016,9,16,0.0,0.0,27406.385,4,19.4,0.0,50.0,15.6,1024.2,0.0,1.5
1,211.574,2016,4,21,0.0,0.0,8444.8827,6,34.4,0.0,0.0,-10.0,1007.0,0.0,0.0
3,84.9906,2016,11,9,1967.0,0.0,20115.914978,6,23.9,2.0,80.0,2.2,1020.5,0.0,5.7
0,0.0,2016,2,28,1976.0,6.0,1133.974018,10,7.0,0.0,30.0,-1.0,0.0,0.0,5.7
0,30.01,2016,3,6,1970.0,0.0,864.834027,6,17.2,0.0,80.0,0.0,1011.3,0.0,4.1
0,124.85,2016,5,19,1931.0,0.0,4784.5045,4,13.9,0.0,340.0,8.9,1019.2,0.0,2.1
0,314.625,2016,12,8,0.0,0.0,14173.188777,14,0.1,0.0,230.0,-1.6,1007.3,0.0,2.6
0,0.0,2016,5,7,0.0,0.0,14440.749417,1,20.0,4.0,10.0,-3.9,1012.3,0.0,7.2
0,870.68,2016,2,14,2012.0,0.0,30403.064168,6,20.0,0.0,0.0,0.0,1013.6,0.0,0.0
1,217.831,2016,6,8,0.0,0.0,5320.926422,5,19.4,0.0,260.0,11.1,1000.5,0.0,1.5
0,1185.26,2016,11,7,2012.0,0.0,41806.35,4,11.1,2.0,30.0,0.0,1033.3,0.0,3.6
3,115.852,2016,3,13,0.0,0.0,6320.19109,14,1.4,0.0,330.0,-3.3,1022.2,0.0,2.6
3,52.7528,2016,8,6,2009.0,0.0,51394.86863,6,31.1,0.0,160.0,20.0,1006.5,0.0,2.6
1,17.0567,2016,7,2,0.0,0.0,2284.113158,6,34.4,2.0,110.0,17.2,1012.9,0.0,4.1
0,127.25,2016,1,24,0.0,6.0,19859.131086,0,0.6,0.0,160.0,0.0,1012.4,3.0,4.1
0,473.05,2016,6,18,1968.0,0.0,14927.003719,3,11.7,0.0,80.0,10.0,1020.3,0.0,3.1
0,88.94,2016,12,1,1971.0,0.0,16645.151801,6,6.7,0.0,130.0,-2.8,1014.4,0.0,2.6
0,36.0,2016,3,24,0.0,0.0,8005.172801,13,23.9,0.0,0.0,17.2,1005.6,0.0,3.1
1,30.6544,2016,7,24,0.0,0.0,1418.535907,1,23.9,0.0,300.0,21.1,1007.6,0.0,3.1
0,7.575,2016,6,18,0.0,0.0,2008.377054,3,26.1,0.0,320.0,10.0,1024.3,0.0,1.5
2,48.8,2016,5,14,0.0,0.0,4188.624658,13,22.2,0.0,0.0,20.0,1016.5,0.0,1.5
0,401.62,2016,2,8,0.0,0.0,8398.431199999999,4,6.7,0.0,80.0,-2.2,1009.0,0.0,3.1
0,33.5,2016,2,7,1900.0,10.0,3559.950057,15,9.5,0.0,230.0,1.7,995.4,0.0,9.8
2,492.1880000000001,2016,3,18,0.0,0.0,12033.911396,1,2.2,0.0,30.0,-3.9,1020.8,0.0,2.6
2,779.018,2016,7,30,0.0,0.0,5406.582988,5,23.3,0.0,0.0,21.7,1013.3,0.0,0.0
1,0.0,2016,4,26,0.0,0.0,12239.505735,1,6.1,0.0,50.0,3.9,1012.0,0.0,4.1
0,94.84,2016,11,22,0.0,0.0,25222.421276,1,1.1,0.0,130.0,-7.2,1021.8,0.0,6.7
0,4.623,2016,11,1,1976.0,5.0,1432.006842,10,10.0,0.0,50.0,9.0,0.0,0.0,4.1
0,0.0004,2016,9,17,1976.0,5.0,3527.991425,10,18.0,0.0,360.0,10.0,0.0,0.0,6.2
0,6.225,2016,6,16,1925.0,0.0,1885.094773,3,25.6,0.0,130.0,15.6,1008.4,0.0,3.6
0,4.1,2016,10,21,0.0,0.0,457.547275,4,21.1,2.0,170.0,17.8,1011.0,0.0,6.2
0,58.64,2016,7,4,0.0,0.0,2141.878665,4,20.0,8.0,190.0,18.9,1018.8,-1.0,2.1
0,29.5,2016,8,11,0.0,0.0,2501.506178,1,23.3,0.0,0.0,20.0,1010.1,0.0,1.5
2,0.0,2016,1,13,0.0,0.0,5117.747561,13,15.0,0.0,170.0,5.6,1024.1,0.0,2.6
0,61.6,2016,4,21,1951.0,0.0,8696.464024,3,11.7,0.0,160.0,-3.3,1018.9,0.0,4.1
0,24.675,2016,6,25,1953.0,0.0,3673.198814,3,12.8,0.0,0.0,10.0,1019.9,0.0,0.0
0,722.0,2016,10,27,0.0,0.0,25621.997079,13,23.3,0.0,0.0,19.4,1023.4,0.0,0.0
0,122.49,2016,6,1,1942.0,0.0,7748.1102,4,23.9,6.0,90.0,21.1,1017.7,0.0,1.5
0,92.23,2016,4,1,0.0,0.0,1176.15198,4,27.8,4.0,210.0,14.4,999.8,0.0,9.8
0,20.788,2016,2,18,0.0,0.0,2501.506178,1,0.0,0.0,130.0,-4.4,1015.2,0.0,9.8
0,7.0417,2016,2,27,0.0,5.0,48.30956,8,8.3,0.0,320.0,3.9,1023.3,0.0,2.1
0,58.56,2016,5,27,1949.0,0.0,6466.0488,4,22.8,2.0,190.0,17.8,1017.1,0.0,4.1
2,0.0,2016,9,25,0.0,0.0,7462.433475,7,18.9,0.0,10.0,13.3,1021.0,0.0,1.5
0,28.2375,2016,3,2,0.0,0.0,3115.03759,11,6.9,7.0,300.0,2.2,1004.0,0.0,12.0
0,73.23,2016,9,4,0.0,0.0,5778.5666,4,27.8,4.0,50.0,11.7,1022.6,0.0,2.6
0,967.0,2016,3,9,0.0,0.0,18440.130664,13,22.8,0.0,140.0,18.9,1002.3,0.0,3.6
0,64.5,2016,7,28,2014.0,0.0,5310.799995,4,27.8,0.0,210.0,23.9,1012.5,0.0,1.5
1,12.6512,2016,1,28,0.0,0.0,53614.414203,1,3.9,0.0,260.0,-0.6,1005.1,0.0,4.6
2,0.0,2016,11,14,0.0,0.0,4049.363061,1,6.1,2.0,300.0,3.3,1011.7,0.0,2.6
2,1333.01,2016,1,17,0.0,0.0,3270.278503,1,-24.4,4.0,320.0,-28.3,1023.2,0.0,4.1
1,105.954,2016,12,12,0.0,0.0,820.890908,5,0.0,0.0,90.0,-5.6,1021.4,0.0,2.6
2,102.01,2016,10,12,0.0,0.0,2320.624037,5,18.9,0.0,180.0,9.4,1022.7,0.0,2.1
0,76.51,2016,4,20,1950.0,0.0,6150.1786,4,20.6,6.0,170.0,-4.4,1023.0,0.0,1.5
0,74.12,2016,10,8,2009.0,0.0,9680.4926,4,20.0,0.0,80.0,17.8,1021.0,0.0,3.1
0,204.81,2016,4,22,0.0,0.0,5692.538422,5,19.4,0.0,270.0,8.3,1015.6,0.0,2.6
0,2.52,2016,10,19,1976.0,6.0,689.990581,10,11.0,0.0,330.0,9.0,0.0,0.0,3.6
2,0.0,2016,1,8,0.0,0.0,16845.915184,5,2.8,0.0,60.0,-7.2,1022.4,0.0,4.1
0,4.59,2016,12,4,1976.0,6.0,688.968648,10,4.0,0.0,80.0,2.0,0.0,0.0,8.2
1,301.077,2016,6,25,0.0,0.0,8477.770362,13,27.8,0.0,130.0,23.9,1016.2,-1.0,4.1
2,57.0742,2016,5,30,1957.0,0.0,10710.601064,3,17.8,0.0,160.0,15.6,1015.2,0.0,3.6
1,369.586,2016,8,4,1964.0,0.0,6122.958021,6,30.0,0.0,90.0,21.1,1009.6,0.0,3.6
0,106.0,2016,4,14,0.0,0.0,7954.633569,13,23.3,0.0,360.0,14.4,1014.8,0.0,3.6
0,30.07,2016,6,4,0.0,0.0,1312.254875,4,26.1,0.0,200.0,21.1,1015.5,0.0,4.1
2,2765.62,2016,9,18,0.0,0.0,14440.749417,1,20.0,0.0,290.0,9.4,1011.7,0.0,2.1
0,5.12,2016,8,18,0.0,0.0,615.482375,4,31.7,6.0,200.0,21.1,1016.0,0.0,5.7
0,494.49,2016,8,4,0.0,0.0,8398.431199999999,4,29.4,0.0,110.0,15.0,1019.7,0.0,1.5
0,32.913000000000004,2016,6,20,0.0,0.0,10351.623872,1,30.6,0.0,210.0,18.9,1011.4,0.0,5.1
1,346.1280000000001,2016,10,2,1989.0,0.0,13386.021658,6,21.7,0.0,90.0,17.2,0.0,2.0,7.2
0,0.0,2016,2,22,2013.0,0.0,8012.88375,12,15.0,0.0,120.0,13.9,1018.2,0.0,1.5
0,114.464,2016,5,13,0.0,0.0,5314.144503,1,6.7,0.0,270.0,3.9,1017.3,-1.0,5.1
0,5.4122,2016,4,9,1976.0,9.0,25086.968702,10,4.0,0.0,0.0,2.0,0.0,0.0,0.5
1,60.8281,2016,8,21,0.0,0.0,8686.4305,7,23.9,4.0,210.0,21.7,1009.9,0.0,2.1
0,162.95,2016,10,30,1949.0,0.0,18491.134411,3,12.2,0.0,0.0,10.6,1012.9,0.0,0.0
0,890.975,2016,1,29,1990.0,0.0,19928.158015,3,-1.1,0.0,310.0,-3.9,1000.4,-1.0,6.7
0,531.75,2016,7,6,1909.0,11.0,10993.955214,15,20.9,0.0,320.0,7.5,1022.9,0.0,2.1
1,0.0,2016,11,12,0.0,0.0,10606.363898,5,1.7,0.0,0.0,-7.2,1024.5,0.0,0.0
0,507.06,2016,8,4,1993.0,0.0,18984.635147,6,28.9,4.0,120.0,21.1,1008.8,0.0,3.6
3,0.0,2016,10,1,0.0,8.0,499.260722,15,11.3,0.0,270.0,9.5,1005.6,0.0,3.1
0,166.0,2016,8,14,0.0,6.0,8173.234328,0,21.1,0.0,0.0,0.0,1015.0,0.0,0.0
0,590.073,2016,10,4,1989.0,0.0,11248.137822,12,24.4,0.0,350.0,22.2,1011.2,0.0,2.1
0,2.8,2016,4,17,1976.0,6.0,915.001647,10,9.0,0.0,270.0,3.0,0.0,0.0,5.7
1,229.861,2016,6,18,0.0,0.0,4864.122371,13,29.4,0.0,0.0,22.2,1012.4,0.0,2.6
2,202.428,2016,8,7,0.0,0.0,1994.534507,5,28.3,0.0,0.0,15.6,1011.8,0.0,0.0
0,0.7061,2016,4,16,1966.0,7.0,10133.023113,10,3.0,0.0,340.0,0.0,0.0,0.0,4.1
1,218.783,2016,8,21,0.0,0.0,6480.355862,13,23.9,0.0,0.0,22.8,1012.7,0.0,0.0
0,107.667,2016,7,20,0.0,0.0,11895.671732,7,23.9,2.0,190.0,20.0,1019.8,0.0,2.1
2,671.875,2016,4,14,0.0,0.0,14636.403135,1,10.0,2.0,130.0,0.0,1017.1,0.0,4.1
0,45.0,2016,5,4,2004.0,8.0,1438.974567,15,11.1,0.0,160.0,-1.1,1024.2,0.0,3.1
1,0.0,2016,6,10,1907.0,0.0,400.783542,6,38.9,2.0,260.0,8.9,1004.9,0.0,8.2
0,197.782,2016,5,7,0.0,0.0,11295.611255,1,20.6,4.0,360.0,-2.8,1012.5,0.0,5.7
0,64.0,2016,3,31,1998.0,12.0,4606.966867,15,11.9,0.0,360.0,-0.1,1016.2,0.0,3.6
0,158.15,2016,2,5,1983.0,0.0,11282.14032,6,7.2,0.0,100.0,-5.0,1025.6,0.0,2.6
0,28.46,2016,2,25,0.0,0.0,2173.186976,6,27.8,0.0,0.0,-8.9,1015.5,0.0,2.1
1,3.2997,2016,1,2,1951.0,0.0,8696.464024,3,-2.0,0.0,230.0,-6.0,0.0,0.0,3.1
0,0.0,2016,4,9,2002.0,0.0,2200.407555,12,22.8,2.0,310.0,1.1,1019.6,0.0,4.1
0,68.0679,2016,4,26,1919.0,9.0,4161.032467,15,8.9,0.0,300.0,-3.2,1008.2,0.0,6.7
1,395.883,2016,7,27,0.0,0.0,3066.913836,5,31.7,0.0,0.0,17.2,1011.5,0.0,0.0
1,5.4374,2016,8,5,0.0,0.0,7246.619806,5,18.9,0.0,0.0,15.0,1017.6,0.0,0.0
0,694.977,2016,7,27,0.0,0.0,22068.736038,5,30.6,0.0,330.0,18.3,1013.4,0.0,3.1
2,0.0,2016,8,14,0.0,0.0,6754.884227,1,23.3,4.0,250.0,16.1,1013.6,0.0,2.6
0,41.6,2016,4,2,1958.0,7.0,10552.758867,9,12.2,0.0,240.0,7.8,1022.7,0.0,2.6
0,14.39,2016,10,30,0.0,0.0,1035.218129,4,15.0,0.0,200.0,13.9,1015.4,0.0,2.1
0,5343.31,2016,4,4,1962.0,7.0,16999.948358,2,-5.9,0.0,60.0,-18.0,1019.4,0.0,4.1
0,72.77600000000002,2016,3,28,0.0,0.0,5924.517213,1,-0.6,2.0,180.0,-2.2,1018.5,0.0,1.5
0,52.4,2016,6,29,1915.0,0.0,2884.916859,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,276.611,2016,12,22,0.0,0.0,1770.638277,1,2.8,8.0,300.0,-1.1,1012.9,0.0,8.8
1,214.106,2016,5,29,0.0,0.0,3683.511047,13,28.3,0.0,150.0,21.1,1016.8,0.0,4.6
2,846.7539999999998,2016,5,5,1963.0,0.0,7860.987345,3,7.8,0.0,100.0,5.6,1007.5,0.0,2.1
0,160.8,2016,12,30,1995.0,10.0,1560.956206,15,0.4,9.0,160.0,0.4,1037.0,0.0,1.5
0,171.225,2016,5,9,1962.0,0.0,4364.675843,3,5.0,0.0,300.0,3.3,1014.3,0.0,2.6
1,8.1634,2016,4,25,0.0,0.0,7964.759996,1,11.7,0.0,110.0,10.0,1000.9,5.0,4.1
0,421.003,2016,7,28,2002.0,0.0,3969.838093,12,34.4,4.0,160.0,19.4,1015.7,0.0,3.6
2,1752.0,2016,6,30,0.0,0.0,30925.922252,1,21.7,0.0,160.0,16.7,1014.1,0.0,3.1
1,103.29,2016,4,27,0.0,0.0,3831.412623,13,24.4,0.0,0.0,15.6,1005.9,0.0,3.1
0,28.5,2016,1,8,0.0,0.0,1378.866326,4,5.0,8.0,60.0,2.8,1022.8,0.0,4.6
0,111.71,2016,1,12,0.0,0.0,5779.031115,4,-1.1,8.0,160.0,-10.6,1017.8,0.0,2.1
0,97.0,2016,12,2,0.0,0.0,34691.466648,13,11.1,0.0,160.0,6.1,1018.1,0.0,1.5
3,0.0,2016,11,6,0.0,8.0,499.260722,15,7.2,0.0,330.0,0.5,1005.7,0.0,6.7
1,89.6308,2016,6,3,0.0,0.0,4420.138934,1,17.2,0.0,130.0,10.0,1014.9,0.0,3.6
1,0.0,2016,2,1,1979.0,17.0,70999.910011,2,3.5,0.0,280.0,-3.3,1010.7,0.0,4.1
0,379.35,2016,5,28,1933.0,10.0,22116.952695,9,14.4,2.0,0.0,10.0,1009.4,0.0,0.0
0,50.525,2016,9,28,0.0,0.0,9895.191433,1,16.1,0.0,10.0,9.4,1024.6,0.0,6.2
0,16.55,2016,1,24,2008.0,0.0,9801.731015,6,16.7,2.0,240.0,-1.1,1015.0,0.0,4.1
0,126.5,2016,3,26,1957.0,0.0,12731.42712,6,21.7,0.0,0.0,-5.0,1008.4,0.0,0.0
0,387.75,2016,3,3,0.0,0.0,37324.058959,7,1.7,0.0,180.0,-3.3,1022.5,-1.0,3.1
3,743.118,2016,11,16,0.0,0.0,9670.180367,5,13.3,0.0,260.0,1.7,1008.5,0.0,3.6
0,10.344,2016,5,6,1970.0,6.0,956.993803,15,19.6,0.0,160.0,5.4,1007.9,0.0,3.6
1,0.0,2016,12,25,2013.0,0.0,6706.946279,6,7.8,2.0,260.0,1.7,1013.2,0.0,2.6
0,38.1,2016,4,15,1995.0,12.0,7720.982524,15,9.5,0.0,10.0,8.9,1002.2,0.0,1.0
0,175.0,2016,1,13,0.0,5.0,3729.312226,8,10.6,0.0,350.0,1.1,1022.7,0.0,3.1
0,6.02,2016,10,11,2017.0,0.0,6438.1779,4,14.4,0.0,340.0,3.3,1028.3,0.0,3.1
0,465.25,2016,7,12,2011.0,0.0,34978.629821,4,23.9,6.0,0.0,16.7,1018.4,0.0,0.0
0,104.465,2016,6,28,1941.0,9.0,4292.490212,9,18.3,0.0,290.0,10.0,1016.0,0.0,3.6
1,10.9956,2016,9,10,0.0,0.0,11102.744627,1,21.1,0.0,320.0,13.3,1012.4,0.0,4.6
2,455.55300000000005,2016,4,6,0.0,0.0,7462.433475,7,10.0,0.0,190.0,-7.8,1025.7,0.0,7.7
0,219.102,2016,7,15,2002.0,0.0,36012.733114,12,30.6,0.0,140.0,22.8,1016.8,-1.0,3.6
1,1.2583,2016,5,17,2006.0,0.0,15727.54887,3,8.9,0.0,80.0,2.2,1019.5,0.0,1.5
0,4.4,2016,3,20,1966.0,7.0,2938.986405,10,7.0,0.0,50.0,2.0,0.0,0.0,4.6
0,36.5,2016,4,19,2002.0,0.0,3758.948283,3,12.8,0.0,330.0,0.0,1023.0,0.0,6.2
1,5733.7,2016,8,25,0.0,0.0,10799.880847,5,23.9,0.0,220.0,15.6,1021.3,0.0,2.1
3,0.52,2016,12,30,0.0,0.0,18040.647764,5,1.1,0.0,240.0,-5.0,1001.7,0.0,2.6
0,1004.73,2016,9,12,2001.0,0.0,9805.447135,12,25.0,4.0,80.0,23.3,1016.3,0.0,2.6
0,0.0,2016,7,13,1976.0,5.0,1294.974917,10,16.0,0.0,270.0,9.0,0.0,0.0,7.2
0,149.875,2016,5,2,1984.0,0.0,6930.470897,3,7.2,0.0,300.0,6.7,1012.9,53.0,2.6
0,150.90200000000004,2016,3,7,0.0,0.0,5630.479218,1,8.9,2.0,140.0,5.0,1003.7,0.0,3.6
0,199.751,2016,3,11,0.0,0.0,11295.611255,1,17.8,2.0,180.0,5.6,1019.1,0.0,7.2
0,208.863,2016,6,4,2001.0,0.0,3866.344151,12,30.0,4.0,160.0,21.1,1017.1,0.0,2.6
1,41.86,2016,4,5,1923.0,5.0,5999.954449,2,-0.6,0.0,270.0,-18.1,1028.1,0.0,6.2
2,0.0,2016,1,28,0.0,0.0,7462.433475,7,2.8,0.0,200.0,-1.7,1013.8,0.0,6.2
0,445.45,2016,2,19,1925.0,0.0,7900.378217,4,-1.1,0.0,60.0,-10.0,1035.2,0.0,2.1
0,88.9976,2016,3,6,0.0,0.0,6827.255664,5,3.9,0.0,70.0,-5.0,1025.6,0.0,1.5
1,0.1279,2016,9,4,2006.0,0.0,15727.54887,3,11.1,0.0,120.0,10.6,1024.1,0.0,1.5
1,0.0,2016,12,21,0.0,0.0,7462.433475,7,-1.1,0.0,240.0,-7.2,1022.2,0.0,2.6
0,29.53,2016,12,11,0.0,0.0,1176.15198,4,-1.1,2.0,320.0,-10.6,1034.3,0.0,4.1
3,8.7921,2016,7,22,1982.0,0.0,2289.408629,6,39.4,0.0,220.0,14.4,1007.9,0.0,1.5
3,41.0299,2016,4,25,2009.0,0.0,51394.86863,6,27.8,4.0,240.0,-6.7,1004.3,0.0,2.1
0,12.75,2016,3,22,0.0,8.0,2824.344103,9,15.6,4.0,310.0,6.1,1024.9,0.0,5.1
0,76.79,2016,8,13,0.0,0.0,2043.866,4,27.8,0.0,190.0,24.4,1013.3,0.0,4.1
0,74.81,2016,3,12,0.0,0.0,6169.130812,4,12.2,4.0,40.0,3.3,1027.3,0.0,2.1
0,0.4,2016,8,23,1966.0,5.0,815.038019,10,20.0,0.0,100.0,16.0,0.0,0.0,5.1
0,18.3,2016,2,19,0.0,0.0,941.571905,6,16.1,0.0,130.0,1.1,1013.3,0.0,3.1
2,33.55,2016,8,19,0.0,0.0,6480.355862,13,32.8,2.0,150.0,22.8,1011.6,0.0,4.6
0,14.96,2016,10,20,0.0,0.0,1432.56426,4,23.9,8.0,40.0,18.9,1017.7,0.0,2.1
1,580.28,2016,3,10,1971.0,0.0,16645.151801,6,25.0,2.0,130.0,-3.9,1015.6,0.0,2.1
0,125.985,2016,8,16,1910.0,8.0,371.612,9,17.2,2.0,290.0,12.8,1013.6,0.0,2.6
1,601.592,2016,7,14,0.0,0.0,15849.902121,13,31.1,2.0,0.0,23.3,1016.1,0.0,3.1
3,241.58900000000003,2016,1,25,0.0,0.0,8659.117018,14,-3.0,0.0,60.0,-5.8,1023.2,0.0,1.5
2,85.4,2016,4,17,0.0,0.0,4160.567952,13,18.3,0.0,20.0,17.8,0.0,2.0,2.6
0,45.444,2016,12,30,0.0,0.0,7451.285115,1,-5.0,0.0,140.0,-8.9,1015.1,0.0,2.6
0,34.79,2016,10,30,1914.0,0.0,4559.493434,6,23.3,2.0,0.0,8.9,1012.7,0.0,0.0
0,317.0,2016,4,21,0.0,0.0,21733.449111,13,23.3,0.0,0.0,17.2,1013.6,0.0,0.0
0,187.5,2016,5,19,0.0,6.0,10551.92274,0,12.8,4.0,160.0,4.4,1009.6,0.0,4.6
1,335.121,2016,4,24,0.0,0.0,4160.567952,13,22.2,0.0,180.0,17.2,1012.5,0.0,2.6
0,516.971,2016,12,18,2006.0,0.0,18667.278499,12,20.0,0.0,150.0,19.4,1020.4,0.0,1.5
2,638.644,2016,10,21,0.0,0.0,5782.468526,5,19.4,0.0,160.0,17.8,1010.3,0.0,2.6
3,61.5449,2016,6,7,2009.0,0.0,51394.86863,6,31.7,2.0,100.0,-2.2,1003.1,0.0,2.6
0,522.438,2016,5,27,1909.0,11.0,10993.955214,15,20.0,0.0,70.0,9.0,0.0,0.0,3.1
0,20.0,2016,11,26,0.0,0.0,1498.989905,13,13.3,0.0,360.0,8.3,1027.8,0.0,1.5
0,55.03,2016,11,27,1955.0,0.0,9262.4291,4,6.1,0.0,290.0,-0.6,1022.7,0.0,4.6
0,236.1,2016,6,20,1968.0,0.0,9287.977425,4,27.8,2.0,100.0,14.4,1023.0,0.0,2.1
0,1.08,2016,1,11,0.0,0.0,90.02300699999999,4,0.6,0.0,300.0,-12.2,1019.4,0.0,3.6
0,1.24,2016,12,7,0.0,0.0,402.827408,4,7.8,8.0,10.0,6.7,1009.2,3.0,5.7
0,30.0,2016,10,11,0.0,6.0,2033.832476,0,15.6,0.0,180.0,1.1,1009.6,0.0,3.1
2,15285.2,2016,9,17,0.0,0.0,27388.919236,1,18.9,8.0,270.0,13.3,1012.4,0.0,4.1
1,12072.2,2016,8,25,2009.0,0.0,11973.988961,12,26.7,0.0,20.0,23.3,1019.2,0.0,4.6
0,144.01,2016,2,8,1931.0,0.0,14409.2553,4,6.7,0.0,80.0,-2.2,1009.0,0.0,3.1
1,0.0,2016,11,1,0.0,0.0,7725.348965,1,14.4,0.0,210.0,11.7,1003.6,0.0,6.2
0,5.16,2016,2,17,2005.0,0.0,898.000398,6,31.7,2.0,100.0,-2.2,1007.4,0.0,3.1
0,1549.65,2016,3,8,0.0,0.0,41103.817514,5,7.8,0.0,0.0,1.1,1019.5,0.0,0.0
1,1215.51,2016,7,24,0.0,0.0,18554.772966,1,27.8,6.0,290.0,17.2,1011.2,0.0,7.2
0,109.55,2016,5,4,0.0,0.0,2432.850861,4,12.8,0.0,60.0,10.6,1006.8,0.0,3.6
1,126.431,2016,3,3,0.0,0.0,17333.098516,13,22.8,0.0,170.0,15.0,1013.7,0.0,4.1
0,37.2,2016,1,1,1995.0,12.0,7720.982524,15,2.2,0.0,100.0,1.2,1022.0,0.0,2.6
2,789.062,2016,6,7,0.0,0.0,8824.670164,1,20.6,2.0,340.0,5.0,1013.7,0.0,4.1
0,1381.81,2016,6,25,2012.0,0.0,41806.35,4,28.3,2.0,0.0,15.0,1021.5,0.0,2.1
1,370.049,2016,8,5,0.0,0.0,15467.327567,5,28.3,0.0,230.0,17.8,1014.7,0.0,4.1
0,11.13,2016,2,17,1976.0,6.0,3373.029221,10,7.0,0.0,160.0,4.0,0.0,0.0,4.1
0,0.8,2016,10,23,1976.0,5.0,1374.03537,10,7.0,0.0,70.0,7.0,0.0,0.0,7.2
1,1393.94,2016,4,7,1993.0,0.0,18984.635147,6,25.0,0.0,60.0,-5.0,1010.9,0.0,2.1
2,434.78,2016,6,2,0.0,0.0,5628.249546,5,21.1,0.0,90.0,13.3,1018.8,0.0,2.6
0,4.06,2016,10,24,1907.0,0.0,400.783542,6,26.1,0.0,80.0,7.8,1013.4,0.0,3.6
2,24.4,2016,4,29,0.0,0.0,8005.172801,13,28.9,0.0,180.0,23.3,1000.5,0.0,4.1
2,280.6,2016,6,11,0.0,0.0,24355.636286,13,28.3,0.0,110.0,21.7,1012.2,0.0,1.5
0,182.379,2016,9,30,0.0,0.0,1561.234915,1,21.7,2.0,30.0,10.6,1023.9,0.0,4.1
3,529.457,2016,8,13,0.0,0.0,9718.025412,5,25.0,2.0,0.0,23.9,1011.9,0.0,0.0
